graph_name,vertices,edges,dat_file,tokens,independent_sets,cpu_time,wallclock_time,max_memory,zdd_time,zdd_size,solved?,error,reconfiguration_sequence_length,type
suzuki_instance_3_15_2_2,458,1621,suzuki_instance_3_15_2_2_01,92,3619258993215587040499992278375222152754227270671117222674355,3585.8599,3600,67480492,0.646901,2064,0,,,heur
suzuki_instance_3_14_2_3,642,3567,suzuki_instance_3_14_2_3_01,86,42371991150415351253763796628419929132706766921673666846547908370816,3585.93,3600,67847016,2.188170,2886,0,,,heur
suzuki_instance_3_14_2_3,642,3567,suzuki_instance_3_14_2_3_01,86,42371991150415351253763796628419929132706766921673666846547908370816,3587.94,3600,68158128,2.160480,2886,0,,,opt
suzuki_instance_3_16_2_2,488,1728,suzuki_instance_3_16_2_2_01,98,32326749630884469805020004288078497229792374893732094296621301357,3587.84,3600,66957372,0.669813,2204,0,,,opt
suzuki_instance_3_16_2_2,488,1728,suzuki_instance_3_16_2_2_01,98,32326749630884469805020004288078497229792374893732094296621301357,3587.9,3600,66915616,0.665528,2204,0,,,heur
suzuki_instance_3_14_2_3,642,3567,suzuki_instance_3_14_2_3_01,86,42371991150415351253763796628419929132706766921673666846547908370816,3587.1301,3600,69395152,2.155074,2730,0,,,orig
suzuki_instance_3_15_2_2,458,1621,suzuki_instance_3_15_2_2_01,92,3619258993215587040499992278375222152754227270671117222674355,3586,3600,68350520,0.684655,1952,0,,,orig
sp014,182,1158,sp014_01,28,2210399176849046821,1895.8,1902.01,68668224,0.151754,321,1,,180213,heur
suzuki_instance_3_16_2_2,488,1728,suzuki_instance_3_16_2_2_01,98,32326749630884469805020004288078497229792374893732094296621301357,3587.65,3600,67243120,0.705003,2084,0,,,orig
sp014,182,1158,sp014_01,28,2210399176849046821,1887.18,1893.08,68664688,0.153206,321,1,,180213,opt
sp014,182,1158,sp014_01,28,2210399176849046821,1907.91,1914.45,68802772,0.153210,400,1,,180213,orig
sp016,208,1326,sp016_01,32,888794872746086303527,3590.9202,3604,269511912,0.199325,367,0,,,opt
sp016,208,1326,sp016_01,32,888794872746086303527,3590.98,3604,269965816,0.197624,367,0,,,heur
suzuki_instance_3_17_2_2,518,1835,suzuki_instance_3_17_2_2_01,104,288738314571244878597104857097219082257679688979603424549524521938803,3587.6902,3600,37130744,0.772416,2344,0,,,opt
suzuki_instance_3_17_2_2,518,1835,suzuki_instance_3_17_2_2_01,104,288738314571244878597104857097219082257679688979603424549524521938803,3587.24,3600,37084680,0.759406,2344,0,,,heur
sp017,221,1410,sp017_01,34,17822431566207395633927,3586.47,3600,272590860,0.225450,487,0,,,orig
sp016,208,1326,sp016_01,32,888794872746086303527,3587.0298,3600,269856176,0.200766,458,0,,,orig
suzuki_instance_3_15_2_3,687,3819,suzuki_instance_3_15_2_3_01,92,2213911939438873187790612775592103903967231260949938268585188482722001665,3588.47,3600,68384880,2.299219,3096,0,,,heur
suzuki_instance_3_17_2_2,518,1835,suzuki_instance_3_17_2_2_01,104,288738314571244878597104857097219082257679688979603424549524521938803,3587.51,3600,37498036,0.786812,2216,0,,,orig
suzuki_instance_3_15_2_3,687,3819,suzuki_instance_3_15_2_3_01,92,2213911939438873187790612775592103903967231260949938268585188482722001665,3585.8499,3600,68116384,2.477823,3096,0,,,opt
suzuki_instance_3_15_2_3,687,3819,suzuki_instance_3_15_2_3_01,92,2213911939438873187790612775592103903967231260949938268585188482722001665,3587.05,3600,68311272,2.655332,2928,0,,,orig
sp017,221,1410,sp017_01,34,17822431566207395633927,3590.67,3604,268402040,0.224211,390,0,,,heur
sp018,234,1494,sp018_01,36,357381749909002819498633,3586.56,3600,271712360,0.254424,516,0,,,orig
sp017,221,1410,sp017_01,34,17822431566207395633927,3590.81,3604,269092048,0.226816,390,0,,,opt
sp015,195,1242,sp015_01,30,44323712108820516566,3588.12,3600,140173208,0.172984,429,0,,,orig
suzuki_instance_3_13_2_3,597,3315,suzuki_instance_3_13_2_3_01,80,810956209263646734902287892470949536167033789941127227106079339,3588.43,3600,34393800,1.732810,2676,0,,,heur
sp015,195,1242,sp015_01,30,44323712108820516566,3588.1099,3600,140187288,0.173737,344,0,,,heur
sp015,195,1242,sp015_01,30,44323712108820516566,3587.91,3600,140184524,0.175748,344,0,,,opt
suzuki_instance_3_13_2_3,597,3315,suzuki_instance_3_13_2_3_01,80,810956209263646734902287892470949536167033789941127227106079339,3588.46,3600,34395856,1.727504,2676,0,,,opt
suzuki_instance_3_13_2_3,597,3315,suzuki_instance_3_13_2_3_01,80,810956209263646734902287892470949536167033789941127227106079339,3588.41,3600,35045120,1.862012,2532,0,,,orig
suzuki_instance_3_18_2_2,548,1942,suzuki_instance_3_18_2_2_01,110,2578972994606081552998840647058156752439353181016076849493119618726131373,3587.99,3600,36930300,0.872284,2484,0,,,opt
suzuki_instance_3_18_2_2,548,1942,suzuki_instance_3_18_2_2_01,110,2578972994606081552998840647058156752439353181016076849493119618726131373,3587.63,3600,36880104,0.848514,2484,0,,,heur
suzuki_instance_3_18_2_2,548,1942,suzuki_instance_3_18_2_2_01,110,2578972994606081552998840647058156752439353181016076849493119618726131373,3587.72,3600,36695940,0.893291,2348,0,,,orig
suzuki_instance_3_16_2_3,732,4071,suzuki_instance_3_16_2_3_01,98,115675613595561389858571836003725480008470730881273290601020692387477550621336,3587.8,3600,67456764,2.752245,3306,0,,,heur
suzuki_instance_3_16_2_3,732,4071,suzuki_instance_3_16_2_3_01,98,115675613595561389858571836003725480008470730881273290601020692387477550621336,3588.0698,3600,67458992,2.763664,3306,0,,,opt
suzuki_instance_3_16_2_3,732,4071,suzuki_instance_3_16_2_3_01,98,115675613595561389858571836003725480008470730881273290601020692387477550621336,3588.0198,3600,68239172,2.947833,3126,0,,,orig
sp018,234,1494,sp018_01,36,357381749909002819498633,3591.9,3606,268191180,0.253826,413,0,,,opt
sp018,234,1494,sp018_01,36,357381749909002819498633,3593.12,3607,266022380,0.253753,413,0,,,heur
suzuki_instance_3_19_2_2,578,2049,suzuki_instance_3_19_2_2_01,116,23035050671345283351719367626055496431223513403127042193714323394717562801971,3588.15,3600,36184060,0.951816,2624,0,,,opt
suzuki_instance_3_19_2_2,578,2049,suzuki_instance_3_19_2_2_01,116,23035050671345283351719367626055496431223513403127042193714323394717562801971,3588.16,3600,36208204,0.969920,2624,0,,,heur
suzuki_instance_3_19_2_2,578,2049,suzuki_instance_3_19_2_2_01,116,23035050671345283351719367626055496431223513403127042193714323394717562801971,3588.1,3600,36559524,1.010031,2480,0,,,orig
suzuki_instance_3_13_2_2,398,1407,suzuki_instance_3_13_2_2_01,80,45366461598361157816823991857826456582625720201035763,3589.0498,3600,18205304,0.423418,1784,0,,,heur
suzuki_instance_3_11_2_3,507,2811,suzuki_instance_3_11_2_3_01,68,297053356833130498046842386493717118445975204208510597,1431.47,1436.3,8634400,1.242856,2256,1,,55139,heur
suzuki_instance_3_13_2_2,398,1407,suzuki_instance_3_13_2_2_01,80,45366461598361157816823991857826456582625720201035763,3589.01,3600,18207452,0.419524,1784,0,,,opt
suzuki_instance_3_11_2_3,507,2811,suzuki_instance_3_11_2_3_01,68,297053356833130498046842386493717118445975204208510597,1438.88,1443.98,8634052,1.236817,2256,1,,55139,opt
suzuki_instance_3_13_2_2,398,1407,suzuki_instance_3_13_2_2_01,80,45366461598361157816823991857826456582625720201035763,3589.3,3600,18553144,0.418632,1688,0,,,orig
suzuki_instance_3_11_2_3,507,2811,suzuki_instance_3_11_2_3_01,68,297053356833130498046842386493717118445975204208510597,1473.67,1478.18,8769660,1.303012,2136,1,,55139,orig
suzuki_instance_3_17_2_3,777,4323,suzuki_instance_3_17_2_3_01,104,6043983657317945690023415345536758706058213067793675705287969170924513589960047551,3587.73,3600,37134148,3.139410,3516,0,,,heur
suzuki_instance_3_11_2_2,338,1193,suzuki_instance_3_11_2_2_01,68,568656689618946704968673431690868636207362099,841.41003,844.07,4646296,0.302479,1424,1,,55139,orig
suzuki_instance_3_11_2_2,338,1193,suzuki_instance_3_11_2_2_01,68,568656689618946704968673431690868636207362099,847.04,850.04,4568544,0.295743,1504,1,,55139,heur
suzuki_instance_3_17_2_3,777,4323,suzuki_instance_3_17_2_3_01,104,6043983657317945690023415345536758706058213067793675705287969170924513589960047551,3588.64,3600,67112036,3.317001,3324,0,,,orig
suzuki_instance_3_11_2_2,338,1193,suzuki_instance_3_11_2_2_01,68,568656689618946704968673431690868636207362099,838.66003,841.59,4569708,0.298068,1504,1,,55139,opt
suzuki_instance_3_17_2_3,777,4323,suzuki_instance_3_17_2_3_01,104,6043983657317945690023415345536758706058213067793675705287969170924513589960047551,3587.68,3600,37089952,3.106251,3516,0,,,opt
sp020,260,1662,sp020_01,40,143702128673855407653334840,3587.6301,3600,270618680,0.313629,459,0,,,opt
suzuki_instance_3_20_2_2,608,2156,suzuki_instance_3_20_2_2_01,122,205746070447896241656443684984037067255695036534260513913829729196842401292320493,3586.3901,3600,35446412,1.156762,2764,0,,,opt
suzuki_instance_3_20_2_2,608,2156,suzuki_instance_3_20_2_2_01,122,205746070447896241656443684984037067255695036534260513913829729196842401292320493,3588.8901,3600,35419240,1.171111,2764,0,,,heur
sp019,247,1578,sp019_01,38,7166346224619009871910114,3591.58,3605,265354588,0.301764,436,0,,,heur
suzuki_instance_3_20_2_2,608,2156,suzuki_instance_3_20_2_2_01,122,205746070447896241656443684984037067255695036534260513913829729196842401292320493,3588.69,3600,35843296,1.116541,2612,0,,,orig
sp019,247,1578,sp019_01,38,7166346224619009871910114,3593.38,3608,265044764,0.302520,436,0,,,opt
sp019,247,1578,sp019_01,38,7166346224619009871910114,3593.71,3608,265532836,0.305140,545,0,,,orig
suzuki_instance_3_18_2_3,822,4575,suzuki_instance_3_18_2_3_01,110,315794637386977301824710419775120266593423689906753394793920574193998519457876660732532,3587.56,3600,37277460,3.731793,3522,0,,,orig
hc-power-011-002,169,256,hc-power-011-002_01,68,38259958395890004445076194998031,300.09,301.02,2261944,0.031083,712,1,,55139,orig
suzuki_instance_3_18_2_3,822,4575,suzuki_instance_3_18_2_3_01,110,315794637386977301824710419775120266593423689906753394793920574193998519457876660732532,3587.79,3600,36726612,3.489455,3726,0,,,opt
suzuki_instance_3_18_2_3,822,4575,suzuki_instance_3_18_2_3_01,110,315794637386977301824710419775120266593423689906753394793920574193998519457876660732532,3587.94,3600,36683520,3.527022,3726,0,,,heur
hc-power-011-002,169,256,hc-power-011-002_01,68,38259958395890004445076194998031,284.16998,285.1,1320488,0.031379,752,1,,55139,heur
hc-power-011-002,169,256,hc-power-011-002_01,68,38259958395890004445076194998031,283.88998,284.84,1319580,0.031518,752,1,,55139,opt
sp021,273,1746,sp021_01,42,2881566301451636165758105547,3589.7,3600,269421520,0.354253,482,0,,,heur
sp020,260,1662,sp020_01,40,143702128673855407653334840,3593.0698,3607,266623168,0.346903,574,0,,,orig
suzuki_instance_3_19_2_3,867,4827,suzuki_instance_3_19_2_3_01,116,16500086475519460671465892935093131843186905222542813909728644772141868180984525410900012413,3587.6301,3600,36958144,4.137225,3720,0,,,orig
suzuki_instance_3_19_2_3,867,4827,suzuki_instance_3_19_2_3_01,116,16500086475519460671465892935093131843186905222542813909728644772141868180984525410900012413,3588.04,3600,36646144,3.923798,3936,0,,,opt
sp020,260,1662,sp020_01,40,143702128673855407653334840,3593.02,3606,265915960,0.340749,459,0,,,heur
suzuki_instance_3_19_2_3,867,4827,suzuki_instance_3_19_2_3_01,116,16500086475519460671465892935093131843186905222542813909728644772141868180984525410900012413,3586.49,3600,36536584,4.165689,3936,0,,,heur
sp021,273,1746,sp021_01,42,2881566301451636165758105547,3594.4402,3607,265327016,0.376966,482,0,,,opt
sp021,273,1746,sp021_01,42,2881566301451636165758105547,3593.95,3607,265338400,0.377872,603,0,,,orig
sp022,286,1830,sp022_01,44,57782194503931197732687355894,3590.94,3604,266998868,0.461076,505,0,,,opt
sp013,169,1074,sp013_01,26,110231392826925386,768.77997,771.28,33712536,0.131097,371,1,,90101,orig
suzuki_instance_3_20_2_3,912,5079,suzuki_instance_3_20_2_3_01,122,862119939566926114585904010553445717545646652417433118884707035332150842736079179060087306455460,3588.6099,3600,35859120,4.940035,3918,0,,,orig
sp022,286,1830,sp022_01,44,57782194503931197732687355894,3591.4202,3605,266653176,0.386806,632,0,,,orig
sp022,286,1830,sp022_01,44,57782194503931197732687355894,3591.0798,3604,266977928,0.381718,505,0,,,heur
sp013,169,1074,sp013_01,26,110231392826925386,762.92004,765.73,33598908,0.132214,298,1,,90101,heur
sp013,169,1074,sp013_01,26,110231392826925386,761.16003,763.91,33592156,0.131957,298,1,,90101,opt
suzuki_instance_3_20_2_3,912,5079,suzuki_instance_3_20_2_3_01,122,862119939566926114585904010553445717545646652417433118884707035332150842736079179060087306455460,3587.73,3600,36126744,4.430184,4146,0,,,heur
sp023,299,1914,sp023_01,46,1158669158508749446227158558267,3591.8398,3605,267195244,0.425203,528,0,,,opt
sp023,299,1914,sp023_01,46,1158669158508749446227158558267,3592.43,3605,267530524,0.426799,528,0,,,heur
suzuki_instance_3_20_2_3,912,5079,suzuki_instance_3_20_2_3_01,122,862119939566926114585904010553445717545646652417433118884707035332150842736079179060087306455460,3587.24,3600,36062580,4.627201,4146,0,,,opt
sp023,299,1914,sp023_01,46,1158669158508749446227158558267,3591.7998,3605,267393836,0.425196,661,0,,,orig
sp024,312,1998,sp024_01,48,23234046930980371758441616626781,3591.44,3605,267497560,0.464280,551,0,,,opt
sp024,312,1998,sp024_01,48,23234046930980371758441616626781,3591.05,3604,267467564,0.462601,551,0,,,heur
sp024,312,1998,sp024_01,48,23234046930980371758441616626781,3591.15,3604,267792888,0.457608,690,0,,,orig
sp025,325,2082,sp025_01,50,465897389972620115812792178449781,3591.59,3605,267009196,0.497364,574,0,,,opt
sp026,338,2166,sp026_01,52,9342340515541891437460512344180668,3591.61,3604,266927488,0.567342,597,0,,,heur
sp025,325,2082,sp025_01,50,465897389972620115812792178449781,3591.86,3605,267433308,0.502694,719,0,,,orig
sp025,325,2082,sp025_01,50,465897389972620115812792178449781,3591.72,3604,267373144,0.494316,574,0,,,heur
sp026,338,2166,sp026_01,52,9342340515541891437460512344180668,3591.04,3604,266876120,0.575319,597,0,,,opt
sp026,338,2166,sp026_01,52,9342340515541891437460512344180668,3591.22,3604,266951520,0.572933,748,0,,,orig
sp027,351,2250,sp027_01,54,187335941747741429236781480678689922,3591.36,3604,266211764,0.619475,620,0,,,heur
suzuki_instance_3_10_2_3,462,2559,suzuki_instance_3_10_2_3_01,62,5685294876780307085286656129015170472504012313580,572.11,574.09,4292672,0.954238,2046,1,,27503,heur
sp027,351,2250,sp027_01,54,187335941747741429236781480678689922,3591.56,3605,265865564,0.613638,777,0,,,orig
suzuki_instance_3_10_2_3,462,2559,suzuki_instance_3_10_2_3_01,62,5685294876780307085286656129015170472504012313580,579.8,581.85,4292052,0.960820,2046,1,,27503,opt
sp028,364,2334,sp028_01,56,3756527072860343096288902918096428889,3590.52,3604,266703788,0.668290,643,0,,,heur
sp027,351,2250,sp027_01,54,187335941747741429236781480678689922,3591.0798,3604,266194784,0.616287,620,0,,,opt
sp028,364,2334,sp028_01,56,3756527072860343096288902918096428889,3590.5698,3604,266028248,0.670713,643,0,,,opt
suzuki_instance_3_10_2_3,462,2559,suzuki_instance_3_10_2_3_01,62,5685294876780307085286656129015170472504012313580,594.17004,595.97,4352724,1.031023,1938,1,,27503,orig
suzuki_instance_3_10_2_2,308,1086,suzuki_instance_3_10_2_2_01,62,63666030809026528853042316005043465188781,383.97,385.23,2296456,0.250130,1292,1,,27503,orig
sp029,377,2418,sp029_01,58,75327219739470145246452300354951448370,3591.55,3604,266213164,0.718132,666,0,,,heur
suzuki_instance_3_10_2_2,308,1086,suzuki_instance_3_10_2_2_01,62,63666030809026528853042316005043465188781,339.40002,340.59,2264188,0.247636,1364,1,,27503,heur
sp028,364,2334,sp028_01,56,3756527072860343096288902918096428889,3591.8,3605,266362236,0.672418,806,0,,,orig
sp029,377,2418,sp029_01,58,75327219739470145246452300354951448370,3590.9202,3604,266249880,0.713063,666,0,,,opt
sp029,377,2418,sp029_01,58,75327219739470145246452300354951448370,3590.85,3604,265934252,0.716125,835,0,,,orig
suzuki_instance_3_10_2_2,308,1086,suzuki_instance_3_10_2_2_01,62,63666030809026528853042316005043465188781,337.63998,338.82,2265092,0.247076,1364,1,,27503,opt
hc-power-010-002,154,233,hc-power-010-002_01,62,61927710406463170775241686526,113.4,113.78,652196,0.025863,682,1,,27503,heur
hc-power-010-002,154,233,hc-power-010-002_01,62,61927710406463170775241686526,119.47,119.880005,1120176,0.025943,646,1,,27503,orig
hc-power-010-002,154,233,hc-power-010-002_01,62,61927710406463170775241686526,113.310005,113.69,652868,0.025788,682,1,,27503,opt
sp030,390,2502,sp030_01,60,1510488257804010989454571691497804086211,3590.99,3604,265537144,0.772859,689,0,,,opt
sp030,390,2502,sp030_01,60,1510488257804010989454571691497804086211,3590.98,3604,265107408,0.768343,864,0,,,orig
sp012,156,990,sp012_01,24,5497179012654760,307.68,308.71,9126736,0.112262,342,1,,45045,orig
sp030,390,2502,sp030_01,60,1510488257804010989454571691497804086211,3591.87,3605,265541892,0.761282,689,0,,,heur
suzuki_instance_3_9_2_3,417,2307,suzuki_instance_3_9_2_3_01,56,108810680278228827478442259611303322486183127,259.64,260.39,2166748,0.820282,1740,1,,13691,orig
sp012,156,990,sp012_01,24,5497179012654760,297.7,298.77,9101636,0.113168,275,1,,45045,opt
suzuki_instance_3_9_2_3,417,2307,suzuki_instance_3_9_2_3_01,56,108810680278228827478442259611303322486183127,223.25,223.99,2138736,0.768080,1836,1,,13691,opt
sp012,156,990,sp012_01,24,5497179012654760,296.97998,298.08002,9086284,0.113892,275,1,,45045,heur
suzuki_instance_3_9_2_3,417,2307,suzuki_instance_3_9_2_3_01,56,108810680278228827478442259611303322486183127,222.95,223.68,2138440,0.776148,1836,1,,13691,heur
suzuki_instance_3_9_2_2,278,979,suzuki_instance_3_9_2_2_01,56,7127962359313926592651731204666511475,147.77,148.35,1140352,0.203312,1160,1,,13691,orig
suzuki_instance_3_9_2_2,278,979,suzuki_instance_3_9_2_2_01,56,7127962359313926592651731204666511475,131.62001,132.06,1122056,0.201916,1224,1,,13691,heur
suzuki_instance_3_9_2_2,278,979,suzuki_instance_3_9_2_2_01,56,7127962359313926592651731204666511475,131.67,132.13,1122256,0.201428,1224,1,,13691,opt
hc-power-009-002,139,210,hc-power-009-002_01,56,100236421495919298704585535,44.199997,44.35,321948,0.021533,612,1,,13691,heur
hc-power-009-002,139,210,hc-power-009-002_01,56,100236421495919298704585535,45.5,45.65,326624,0.021118,580,1,,13691,orig
hc-power-009-002,139,210,hc-power-009-002_01,56,100236421495919298704585535,44.190002,44.35,321996,0.021308,612,1,,13691,opt
sp011,143,906,sp011_01,22,274141297884341,145.39,145.89,4392544,0.093977,313,1,,22517,orig
suzuki_instance_3_8_2_3,372,2055,suzuki_instance_3_8_2_3_01,50,2082524196056536802687690195561640899488,98.97,99.21,1075520,0.636023,1542,1,,6791,orig
sp011,143,906,sp011_01,22,274141297884341,114.87,115.3,4402036,0.096141,252,1,,22517,opt
sp011,143,906,sp011_01,22,274141297884341,115.24,115.67,4411368,0.096263,252,1,,22517,heur
suzuki_instance_3_8_2_3,372,2055,suzuki_instance_3_8_2_3_01,50,2082524196056536802687690195561640899488,85.82,86.11,1064580,0.611226,1626,1,,6791,heur
suzuki_instance_3_8_2_2,248,872,suzuki_instance_3_8_2_2_01,50,798036986916937705245927179287917,56.32,56.51,567228,0.161378,1028,1,,6791,orig
suzuki_instance_3_8_2_3,372,2055,suzuki_instance_3_8_2_3_01,50,2082524196056536802687690195561640899488,84.85,85.15,1065172,0.618627,1626,1,,6791,opt
suzuki_instance_3_8_2_2,248,872,suzuki_instance_3_8_2_2_01,50,798036986916937705245927179287917,49.949997,50.13,558164,0.161091,1084,1,,6791,heur
hc-power-008-002,124,187,hc-power-008-002_01,50,162243043192809350629208,16.55,16.6,161664,0.016794,514,1,,6791,orig
suzuki_instance_3_8_2_2,248,872,suzuki_instance_3_8_2_2_01,50,798036986916937705245927179287917,50.16,50.33,558432,0.161396,1084,1,,6791,opt
hc-power-008-002,124,187,hc-power-008-002_01,50,162243043192809350629208,16.67,16.74,159656,0.016898,542,1,,6791,heur
SAT_exp_instance018,270,477,SAT_exp_instance018_01,99,873873569991273303134209907448251231957953821107712,671.67,674.22,37017060,515.450521,20438226,1,,3541,heur
hc-power-008-002,124,187,hc-power-008-002_01,50,162243043192809350629208,16.68,16.74,159572,0.016865,542,1,,6791,opt
sp010,130,822,sp010_01,20,13671275945845,42.870003,43.04,2115724,0.077871,229,1,,11253,opt
LGC_exp_instance007,343,399,LGC_exp_instance007_01,168,674516536127394145681870502747660267690305580542417422016749275459855100,949.99,951.71,33848116,97.035862,11862645,1,,2075,orig
sp010,130,822,sp010_01,20,13671275945845,46.940002,47.08,2113476,0.081037,284,1,,11253,orig
suzuki_instance_3_7_2_3,327,1803,suzuki_instance_3_7_2_3_01,44,39857365251895888743559670313178249,31.32,31.44,531736,0.447878,1416,1,,3347,heur
sp010,130,822,sp010_01,20,13671275945845,42.86,43.03,2103992,0.077763,229,1,,11253,heur
suzuki_instance_3_7_2_3,327,1803,suzuki_instance_3_7_2_3_01,44,39857365251895888743559670313178249,36.030003,36.16,538628,0.462739,1344,1,,3347,orig
LGC_exp_instance007,343,399,LGC_exp_instance007_01,168,674516536127394145681870502747660267690305580542417422016749275459855100,568.01996,568.9,8739188,3.844570,172186,1,,2075,heur
suzuki_instance_3_7_2_2,218,765,suzuki_instance_3_7_2_2_01,44,89347137426326164248329789619,18.57,18.64,278392,0.125430,944,1,,3347,heur
suzuki_instance_3_7_2_3,327,1803,suzuki_instance_3_7_2_3_01,44,39857365251895888743559670313178249,31.33,31.44,531636,0.446014,1416,1,,3347,opt
