Input graph file parsed. # of vertices = 79, # of edges = 118
s 2 6 9 11 14 4 16 21 24 26 29 19 31 36 39 41 44 34 46 51 54 56 59 49 61 66 69 71 74 64 76 79
Solution space ZDD construction start
Solution space ZDD construction end
Solution space ZDD construction time = 0.007082
Solution space ZDD size = 316
# of elements in the solution space = 687998789526551
Start searching the longest reconfiguration sequence
Step 1 time = 0.000266, # ZDD nodes = 64, # elems = 6
Step 39 time = 0.000097, # ZDD nodes = 81, # elems = 4
Step 40 time = 0.000103, # ZDD nodes = 83, # elems = 4
Step 41 time = 0.000083, # ZDD nodes = 83, # elems = 5
Step 42 time = 0.000102, # ZDD nodes = 83, # elems = 7
Step 43 time = 0.000094, # ZDD nodes = 85, # elems = 10
Step 44 time = 0.000108, # ZDD nodes = 98, # elems = 18
Step 45 time = 0.000136, # ZDD nodes = 115, # elems = 33
Step 46 time = 0.000147, # ZDD nodes = 147, # elems = 57
Step 47 time = 0.000257, # ZDD nodes = 176, # elems = 96
Step 48 time = 0.000237, # ZDD nodes = 195, # elems = 144
Step 49 time = 0.000249, # ZDD nodes = 203, # elems = 178
Step 50 time = 0.000281, # ZDD nodes = 203, # elems = 179
Step 51 time = 0.000249, # ZDD nodes = 200, # elems = 147
Step 52 time = 0.000266, # ZDD nodes = 196, # elems = 100
Step 53 time = 0.000299, # ZDD nodes = 186, # elems = 60
Step 54 time = 0.000300, # ZDD nodes = 175, # elems = 37
Step 55 time = 0.000272, # ZDD nodes = 169, # elems = 29
Step 56 time = 0.000213, # ZDD nodes = 167, # elems = 31
Step 57 time = 0.000256, # ZDD nodes = 170, # elems = 39
Step 58 time = 0.000192, # ZDD nodes = 172, # elems = 51
Step 59 time = 0.000242, # ZDD nodes = 173, # elems = 66
Step 60 time = 0.000240, # ZDD nodes = 176, # elems = 77
Step 61 time = 0.000257, # ZDD nodes = 168, # elems = 77
Step 62 time = 0.000320, # ZDD nodes = 158, # elems = 66
Step 63 time = 0.000216, # ZDD nodes = 149, # elems = 48
Step 64 time = 0.000164, # ZDD nodes = 140, # elems = 31
Step 65 time = 0.000194, # ZDD nodes = 125, # elems = 19
Step 66 time = 0.000135, # ZDD nodes = 104, # elems = 11
Step 67 time = 0.000084, # ZDD nodes = 79, # elems = 6
Step 68 time = 0.000082, # ZDD nodes = 65, # elems = 3
Step 69 time = 0.000077, # ZDD nodes = 57, # elems = 2
Step 70 time = 0.000104, # ZDD nodes = 58, # elems = 2
Step 71 time = 0.000120, # ZDD nodes = 60, # elems = 2
Step 72 time = 0.000110, # ZDD nodes = 60, # elems = 2
Step 73 time = 0.000079, # ZDD nodes = 60, # elems = 3
Step 74 time = 0.000072, # ZDD nodes = 65, # elems = 4
Step 75 time = 0.000079, # ZDD nodes = 67, # elems = 6
Step 76 time = 0.000082, # ZDD nodes = 81, # elems = 12
Step 77 time = 0.000108, # ZDD nodes = 98, # elems = 20
Step 78 time = 0.000237, # ZDD nodes = 120, # elems = 30
Step 79 time = 0.000170, # ZDD nodes = 138, # elems = 43
Step 80 time = 0.000265, # ZDD nodes = 155, # elems = 55
Step 81 time = 0.000249, # ZDD nodes = 168, # elems = 62
Step 82 time = 0.000275, # ZDD nodes = 175, # elems = 62
Step 83 time = 0.000197, # ZDD nodes = 177, # elems = 53
Step 84 time = 0.000207, # ZDD nodes = 172, # elems = 38
Step 85 time = 0.000215, # ZDD nodes = 161, # elems = 24
Step 86 time = 0.000225, # ZDD nodes = 145, # elems = 15
Step 87 time = 0.000265, # ZDD nodes = 133, # elems = 12
Step 88 time = 0.000155, # ZDD nodes = 131, # elems = 13
Step 89 time = 0.000285, # ZDD nodes = 134, # elems = 16
Step 90 time = 0.000155, # ZDD nodes = 136, # elems = 21
Step 91 time = 0.000152, # ZDD nodes = 137, # elems = 26
Step 92 time = 0.000196, # ZDD nodes = 141, # elems = 28
Step 93 time = 0.000258, # ZDD nodes = 132, # elems = 27
Step 94 time = 0.000146, # ZDD nodes = 120, # elems = 24
Step 95 time = 0.000169, # ZDD nodes = 113, # elems = 20
Step 96 time = 0.000112, # ZDD nodes = 111, # elems = 17
Step 97 time = 0.000139, # ZDD nodes = 107, # elems = 14
Step 98 time = 0.000190, # ZDD nodes = 96, # elems = 10
Step 99 time = 0.000076, # ZDD nodes = 79, # elems = 6
Step 100 time = 0.000071, # ZDD nodes = 65, # elems = 3
Step 101 time = 0.000066, # ZDD nodes = 57, # elems = 2
Step 102 time = 0.000067, # ZDD nodes = 58, # elems = 2
Step 103 time = 0.000099, # ZDD nodes = 60, # elems = 2
Step 104 time = 0.000102, # ZDD nodes = 60, # elems = 2
Step 105 time = 0.000062, # ZDD nodes = 60, # elems = 3
Step 106 time = 0.000061, # ZDD nodes = 65, # elems = 4
Step 107 time = 0.000134, # ZDD nodes = 67, # elems = 6
Step 108 time = 0.000065, # ZDD nodes = 80, # elems = 12
Step 109 time = 0.000083, # ZDD nodes = 101, # elems = 21
Step 110 time = 0.000103, # ZDD nodes = 131, # elems = 36
Step 111 time = 0.000131, # ZDD nodes = 159, # elems = 63
Step 112 time = 0.000162, # ZDD nodes = 194, # elems = 106
Step 113 time = 0.000218, # ZDD nodes = 216, # elems = 175
Step 114 time = 0.000235, # ZDD nodes = 239, # elems = 276
Step 115 time = 0.000256, # ZDD nodes = 262, # elems = 383
Step 116 time = 0.000343, # ZDD nodes = 280, # elems = 445
Step 117 time = 0.000310, # ZDD nodes = 290, # elems = 427
Step 118 time = 0.000275, # ZDD nodes = 293, # elems = 340
Step 119 time = 0.000315, # ZDD nodes = 289, # elems = 231
Step 120 time = 0.000311, # ZDD nodes = 284, # elems = 147
Step 121 time = 0.000383, # ZDD nodes = 277, # elems = 104
Step 122 time = 0.000364, # ZDD nodes = 273, # elems = 96
Step 123 time = 0.000314, # ZDD nodes = 270, # elems = 110
Step 124 time = 0.000258, # ZDD nodes = 270, # elems = 133
Step 125 time = 0.000508, # ZDD nodes = 263, # elems = 159
Step 126 time = 0.000397, # ZDD nodes = 251, # elems = 185
Step 127 time = 0.000398, # ZDD nodes = 240, # elems = 202
Step 128 time = 0.000231, # ZDD nodes = 220, # elems = 201
Step 129 time = 0.000200, # ZDD nodes = 211, # elems = 181
Step 130 time = 0.000186, # ZDD nodes = 212, # elems = 145
Step 131 time = 0.000190, # ZDD nodes = 208, # elems = 103
Step 132 time = 0.000181, # ZDD nodes = 200, # elems = 66
Step 133 time = 0.000169, # ZDD nodes = 183, # elems = 38
Step 134 time = 0.000210, # ZDD nodes = 158, # elems = 22
Step 135 time = 0.000160, # ZDD nodes = 146, # elems = 15
Step 136 time = 0.000271, # ZDD nodes = 141, # elems = 13
Step 137 time = 0.000263, # ZDD nodes = 144, # elems = 14
Step 138 time = 0.000194, # ZDD nodes = 146, # elems = 17
Step 139 time = 0.000199, # ZDD nodes = 143, # elems = 23
Step 140 time = 0.000154, # ZDD nodes = 151, # elems = 36
Step 141 time = 0.000234, # ZDD nodes = 167, # elems = 62
Step 142 time = 0.000173, # ZDD nodes = 187, # elems = 101
Step 143 time = 0.000240, # ZDD nodes = 203, # elems = 151
Step 144 time = 0.000217, # ZDD nodes = 214, # elems = 197
Step 145 time = 0.000255, # ZDD nodes = 222, # elems = 217
Step 146 time = 0.000178, # ZDD nodes = 227, # elems = 202
Step 147 time = 0.000261, # ZDD nodes = 231, # elems = 161
Step 148 time = 0.000182, # ZDD nodes = 239, # elems = 115
Step 149 time = 0.000235, # ZDD nodes = 243, # elems = 81
Step 150 time = 0.000231, # ZDD nodes = 245, # elems = 61
Step 151 time = 0.000260, # ZDD nodes = 240, # elems = 49
Step 152 time = 0.000319, # ZDD nodes = 235, # elems = 44
Step 153 time = 0.000281, # ZDD nodes = 227, # elems = 46
Step 154 time = 0.000184, # ZDD nodes = 218, # elems = 55
Step 155 time = 0.000254, # ZDD nodes = 214, # elems = 69
Step 156 time = 0.000186, # ZDD nodes = 214, # elems = 80
Step 157 time = 0.000174, # ZDD nodes = 206, # elems = 81
Step 158 time = 0.000323, # ZDD nodes = 191, # elems = 70
Step 159 time = 0.000245, # ZDD nodes = 175, # elems = 51
Step 160 time = 0.000148, # ZDD nodes = 149, # elems = 32
Step 161 time = 0.000198, # ZDD nodes = 121, # elems = 19
Step 162 time = 0.000083, # ZDD nodes = 97, # elems = 12
Step 163 time = 0.000057, # ZDD nodes = 81, # elems = 9
Step 164 time = 0.000044, # ZDD nodes = 77, # elems = 8
Step 165 time = 0.000041, # ZDD nodes = 67, # elems = 6
Step 166 time = 0.000038, # ZDD nodes = 52, # elems = 4
Step 167 time = 0.000037, # ZDD nodes = 39, # elems = 2
Step 168 time = 0.000034, # ZDD nodes = 32, # elems = 1
Step 169 time = 0.000032, # ZDD nodes = 32, # elems = 1
Step 170 time = 0.000033, # ZDD nodes = 32, # elems = 1
Step 171 time = 0.000032, # ZDD nodes = 32, # elems = 1
Step 172 time = 0.000032, # ZDD nodes = 32, # elems = 1
Step 173 time = 0.000034, # ZDD nodes = 37, # elems = 2
Step 174 time = 0.000036, # ZDD nodes = 42, # elems = 2
Step 175 time = 0.000043, # ZDD nodes = 45, # elems = 4
Step 176 time = 0.000038, # ZDD nodes = 63, # elems = 8
Step 177 time = 0.000051, # ZDD nodes = 84, # elems = 13
Step 178 time = 0.000066, # ZDD nodes = 109, # elems = 23
Step 179 time = 0.000092, # ZDD nodes = 132, # elems = 39
Step 180 time = 0.000125, # ZDD nodes = 157, # elems = 59
Step 181 time = 0.000158, # ZDD nodes = 177, # elems = 85
Step 182 time = 0.000172, # ZDD nodes = 205, # elems = 116
Step 183 time = 0.000210, # ZDD nodes = 229, # elems = 143
Step 184 time = 0.000225, # ZDD nodes = 247, # elems = 157
Step 185 time = 0.000308, # ZDD nodes = 257, # elems = 151
Step 186 time = 0.000313, # ZDD nodes = 260, # elems = 125
Step 187 time = 0.000230, # ZDD nodes = 256, # elems = 90
Step 188 time = 0.000302, # ZDD nodes = 251, # elems = 61
Step 189 time = 0.000234, # ZDD nodes = 244, # elems = 45
Step 190 time = 0.000241, # ZDD nodes = 240, # elems = 43
Step 191 time = 0.000233, # ZDD nodes = 237, # elems = 49
Step 192 time = 0.000257, # ZDD nodes = 237, # elems = 56
Step 193 time = 0.000229, # ZDD nodes = 230, # elems = 64
Step 194 time = 0.000222, # ZDD nodes = 218, # elems = 71
Step 195 time = 0.000219, # ZDD nodes = 207, # elems = 74
Step 196 time = 0.000202, # ZDD nodes = 193, # elems = 73
Step 197 time = 0.000348, # ZDD nodes = 190, # elems = 66
Step 198 time = 0.000158, # ZDD nodes = 190, # elems = 53
Step 199 time = 0.000152, # ZDD nodes = 185, # elems = 38
Step 200 time = 0.000231, # ZDD nodes = 176, # elems = 25
Step 201 time = 0.000280, # ZDD nodes = 154, # elems = 15
Step 202 time = 0.000200, # ZDD nodes = 128, # elems = 9
Step 203 time = 0.000110, # ZDD nodes = 116, # elems = 6
Step 204 time = 0.000106, # ZDD nodes = 111, # elems = 5
Step 205 time = 0.000448, # ZDD nodes = 114, # elems = 6
Step 206 time = 0.000108, # ZDD nodes = 116, # elems = 7
Step 207 time = 0.000108, # ZDD nodes = 113, # elems = 10
Step 208 time = 0.000107, # ZDD nodes = 122, # elems = 17
Step 209 time = 0.000122, # ZDD nodes = 139, # elems = 28
Step 210 time = 0.000131, # ZDD nodes = 160, # elems = 43
Step 211 time = 0.000295, # ZDD nodes = 177, # elems = 61
Step 212 time = 0.000153, # ZDD nodes = 190, # elems = 74
Step 213 time = 0.000150, # ZDD nodes = 197, # elems = 77
Step 214 time = 0.000149, # ZDD nodes = 200, # elems = 72
Step 215 time = 0.000153, # ZDD nodes = 203, # elems = 62
Step 216 time = 0.000142, # ZDD nodes = 210, # elems = 52
Step 217 time = 0.000137, # ZDD nodes = 214, # elems = 45
Step 218 time = 0.000142, # ZDD nodes = 216, # elems = 39
Step 219 time = 0.000143, # ZDD nodes = 211, # elems = 32
Step 220 time = 0.000295, # ZDD nodes = 206, # elems = 26
Step 221 time = 0.000143, # ZDD nodes = 198, # elems = 23
Step 222 time = 0.000133, # ZDD nodes = 189, # elems = 25
Step 223 time = 0.000171, # ZDD nodes = 185, # elems = 29
Step 224 time = 0.000131, # ZDD nodes = 185, # elems = 31
Step 225 time = 0.000127, # ZDD nodes = 177, # elems = 31
Step 226 time = 0.000128, # ZDD nodes = 161, # elems = 28
Step 227 time = 0.000114, # ZDD nodes = 144, # elems = 23
Step 228 time = 0.000250, # ZDD nodes = 122, # elems = 18
Step 229 time = 0.000075, # ZDD nodes = 102, # elems = 14
Step 230 time = 0.000055, # ZDD nodes = 89, # elems = 11
Step 231 time = 0.000039, # ZDD nodes = 81, # elems = 9
Step 232 time = 0.000037, # ZDD nodes = 77, # elems = 8
Step 233 time = 0.000035, # ZDD nodes = 67, # elems = 6
Step 234 time = 0.000033, # ZDD nodes = 52, # elems = 4
Step 235 time = 0.000030, # ZDD nodes = 39, # elems = 2
Step 236 time = 0.000028, # ZDD nodes = 32, # elems = 1
Step 237 time = 0.000028, # ZDD nodes = 32, # elems = 1
Step 238 time = 0.000027, # ZDD nodes = 32, # elems = 1
Step 239 time = 0.000027, # ZDD nodes = 32, # elems = 1
Step 240 time = 0.000027, # ZDD nodes = 32, # elems = 1
Step 241 time = 0.000028, # ZDD nodes = 37, # elems = 2
Step 242 time = 0.000029, # ZDD nodes = 42, # elems = 2
Step 243 time = 0.000032, # ZDD nodes = 45, # elems = 4
Step 244 time = 0.000034, # ZDD nodes = 63, # elems = 8
Step 245 time = 0.000038, # ZDD nodes = 84, # elems = 13
Step 246 time = 0.000045, # ZDD nodes = 113, # elems = 23
Step 247 time = 0.000062, # ZDD nodes = 140, # elems = 40
Step 248 time = 0.000081, # ZDD nodes = 173, # elems = 66
Step 249 time = 0.000267, # ZDD nodes = 205, # elems = 112
Step 250 time = 0.000143, # ZDD nodes = 242, # elems = 192
Step 251 time = 0.000179, # ZDD nodes = 283, # elems = 323
Step 252 time = 0.000209, # ZDD nodes = 325, # elems = 529
Step 253 time = 0.000240, # ZDD nodes = 363, # elems = 813
Step 254 time = 0.000414, # ZDD nodes = 394, # elems = 1119
Step 255 time = 0.000265, # ZDD nodes = 418, # elems = 1342
Step 256 time = 0.000261, # ZDD nodes = 439, # elems = 1386
Step 257 time = 0.000270, # ZDD nodes = 452, # elems = 1227
Step 258 time = 0.000429, # ZDD nodes = 460, # elems = 940
Step 259 time = 0.000271, # ZDD nodes = 458, # elems = 649
Step 260 time = 0.000270, # ZDD nodes = 450, # elems = 448
Step 261 time = 0.000268, # ZDD nodes = 434, # elems = 363
Step 262 time = 0.000262, # ZDD nodes = 416, # elems = 369
Step 263 time = 0.000253, # ZDD nodes = 397, # elems = 427
Step 264 time = 0.000253, # ZDD nodes = 381, # elems = 511
Step 265 time = 0.000245, # ZDD nodes = 369, # elems = 599
Step 266 time = 0.000230, # ZDD nodes = 361, # elems = 662
Step 267 time = 0.000279, # ZDD nodes = 357, # elems = 676
Step 268 time = 0.000234, # ZDD nodes = 352, # elems = 631
Step 269 time = 0.000532, # ZDD nodes = 347, # elems = 533
Step 270 time = 0.000234, # ZDD nodes = 345, # elems = 405
Step 271 time = 0.000310, # ZDD nodes = 340, # elems = 279
Step 272 time = 0.000235, # ZDD nodes = 331, # elems = 177
Step 273 time = 0.000463, # ZDD nodes = 315, # elems = 108
Step 274 time = 0.000308, # ZDD nodes = 294, # elems = 72
Step 275 time = 0.000215, # ZDD nodes = 284, # elems = 60
Step 276 time = 0.000422, # ZDD nodes = 283, # elems = 68
Step 277 time = 0.000371, # ZDD nodes = 292, # elems = 92
Step 278 time = 0.000222, # ZDD nodes = 309, # elems = 131
Step 279 time = 0.000222, # ZDD nodes = 324, # elems = 194
Step 280 time = 0.000221, # ZDD nodes = 333, # elems = 283
Step 281 time = 0.000376, # ZDD nodes = 340, # elems = 393
Step 282 time = 0.000226, # ZDD nodes = 344, # elems = 519
Step 283 time = 0.000231, # ZDD nodes = 351, # elems = 642
Step 284 time = 0.000239, # ZDD nodes = 365, # elems = 723
Step 285 time = 0.000249, # ZDD nodes = 381, # elems = 737
Step 286 time = 0.000255, # ZDD nodes = 401, # elems = 682
Step 287 time = 0.000260, # ZDD nodes = 419, # elems = 575
Step 288 time = 0.000437, # ZDD nodes = 438, # elems = 453
Step 289 time = 0.000601, # ZDD nodes = 450, # elems = 348
Step 290 time = 0.000290, # ZDD nodes = 453, # elems = 273
Step 291 time = 0.000573, # ZDD nodes = 445, # elems = 230
Step 292 time = 0.000276, # ZDD nodes = 431, # elems = 216
Step 293 time = 0.000430, # ZDD nodes = 408, # elems = 227
Step 294 time = 0.000255, # ZDD nodes = 381, # elems = 256
Step 295 time = 0.000243, # ZDD nodes = 356, # elems = 285
Step 296 time = 0.000233, # ZDD nodes = 333, # elems = 297
Step 297 time = 0.000213, # ZDD nodes = 306, # elems = 284
Step 298 time = 0.000184, # ZDD nodes = 281, # elems = 244
Step 299 time = 0.000171, # ZDD nodes = 262, # elems = 189
Step 300 time = 0.000160, # ZDD nodes = 241, # elems = 138
Step 301 time = 0.000150, # ZDD nodes = 228, # elems = 100
Step 302 time = 0.000157, # ZDD nodes = 217, # elems = 74
Step 303 time = 0.000145, # ZDD nodes = 205, # elems = 56
Step 304 time = 0.000142, # ZDD nodes = 197, # elems = 41
Step 305 time = 0.000137, # ZDD nodes = 182, # elems = 27
Step 306 time = 0.000131, # ZDD nodes = 164, # elems = 17
Step 307 time = 0.000126, # ZDD nodes = 152, # elems = 11
Step 308 time = 0.000121, # ZDD nodes = 147, # elems = 9
Step 309 time = 0.000126, # ZDD nodes = 150, # elems = 10
Step 310 time = 0.000119, # ZDD nodes = 152, # elems = 12
Step 311 time = 0.000120, # ZDD nodes = 149, # elems = 16
Step 312 time = 0.000120, # ZDD nodes = 156, # elems = 26
Step 313 time = 0.000160, # ZDD nodes = 171, # elems = 45
Step 314 time = 0.000132, # ZDD nodes = 195, # elems = 77
Step 315 time = 0.000149, # ZDD nodes = 218, # elems = 135
Step 316 time = 0.000170, # ZDD nodes = 247, # elems = 224
Step 317 time = 0.000176, # ZDD nodes = 271, # elems = 344
Step 318 time = 0.000178, # ZDD nodes = 290, # elems = 487
Step 319 time = 0.000179, # ZDD nodes = 311, # elems = 618
Step 320 time = 0.000183, # ZDD nodes = 335, # elems = 692
Step 321 time = 0.000197, # ZDD nodes = 358, # elems = 688
Step 322 time = 0.000204, # ZDD nodes = 388, # elems = 615
Step 323 time = 0.000422, # ZDD nodes = 413, # elems = 506
Step 324 time = 0.000217, # ZDD nodes = 434, # elems = 403
Step 325 time = 0.000388, # ZDD nodes = 447, # elems = 328
Step 326 time = 0.000219, # ZDD nodes = 455, # elems = 283
Step 327 time = 0.000387, # ZDD nodes = 453, # elems = 266
Step 328 time = 0.000214, # ZDD nodes = 445, # elems = 273
Step 329 time = 0.000224, # ZDD nodes = 429, # elems = 296
Step 330 time = 0.000203, # ZDD nodes = 411, # elems = 325
Step 331 time = 0.000251, # ZDD nodes = 392, # elems = 342
Step 332 time = 0.000194, # ZDD nodes = 378, # elems = 336
Step 333 time = 0.000339, # ZDD nodes = 358, # elems = 311
Step 334 time = 0.000172, # ZDD nodes = 341, # elems = 270
Step 335 time = 0.000166, # ZDD nodes = 328, # elems = 220
Step 336 time = 0.000230, # ZDD nodes = 316, # elems = 171
Step 337 time = 0.000162, # ZDD nodes = 310, # elems = 126
Step 338 time = 0.000169, # ZDD nodes = 307, # elems = 88
Step 339 time = 0.000158, # ZDD nodes = 301, # elems = 60
Step 340 time = 0.000157, # ZDD nodes = 291, # elems = 42
Step 341 time = 0.000272, # ZDD nodes = 270, # elems = 32
Step 342 time = 0.000148, # ZDD nodes = 248, # elems = 29
Step 343 time = 0.000137, # ZDD nodes = 238, # elems = 32
Step 344 time = 0.000301, # ZDD nodes = 238, # elems = 45
Step 345 time = 0.000142, # ZDD nodes = 248, # elems = 73
Step 346 time = 0.000151, # ZDD nodes = 266, # elems = 116
Step 347 time = 0.000147, # ZDD nodes = 282, # elems = 175
Step 348 time = 0.000310, # ZDD nodes = 292, # elems = 238
Step 349 time = 0.000155, # ZDD nodes = 299, # elems = 282
Step 350 time = 0.000159, # ZDD nodes = 301, # elems = 293
Step 351 time = 0.000159, # ZDD nodes = 305, # elems = 271
Step 352 time = 0.000161, # ZDD nodes = 311, # elems = 224
Step 353 time = 0.000163, # ZDD nodes = 315, # elems = 171
Step 354 time = 0.000167, # ZDD nodes = 319, # elems = 129
Step 355 time = 0.000163, # ZDD nodes = 323, # elems = 102
Step 356 time = 0.000167, # ZDD nodes = 334, # elems = 90
Step 357 time = 0.000161, # ZDD nodes = 341, # elems = 90
Step 358 time = 0.000169, # ZDD nodes = 348, # elems = 97
Step 359 time = 0.000165, # ZDD nodes = 345, # elems = 107
Step 360 time = 0.000237, # ZDD nodes = 336, # elems = 115
Step 361 time = 0.000157, # ZDD nodes = 318, # elems = 116
Step 362 time = 0.000202, # ZDD nodes = 291, # elems = 109
Step 363 time = 0.000149, # ZDD nodes = 265, # elems = 92
Step 364 time = 0.000138, # ZDD nodes = 239, # elems = 69
Step 365 time = 0.000119, # ZDD nodes = 210, # elems = 49
Step 366 time = 0.000097, # ZDD nodes = 181, # elems = 34
Step 367 time = 0.000090, # ZDD nodes = 153, # elems = 24
Step 368 time = 0.000057, # ZDD nodes = 122, # elems = 18
Step 369 time = 0.000049, # ZDD nodes = 102, # elems = 14
Step 370 time = 0.000038, # ZDD nodes = 89, # elems = 11
Step 371 time = 0.000036, # ZDD nodes = 81, # elems = 9
Step 372 time = 0.000036, # ZDD nodes = 77, # elems = 8
Step 373 time = 0.000033, # ZDD nodes = 67, # elems = 6
Step 374 time = 0.000030, # ZDD nodes = 52, # elems = 4
Step 375 time = 0.000028, # ZDD nodes = 39, # elems = 2
Step 376 time = 0.000032, # ZDD nodes = 32, # elems = 1
Step 377 time = 0.000026, # ZDD nodes = 32, # elems = 1
Step 378 time = 0.000026, # ZDD nodes = 32, # elems = 1
Step 379 time = 0.000025, # ZDD nodes = 32, # elems = 1
Step 380 time = 0.000025, # ZDD nodes = 32, # elems = 1
Step 381 time = 0.000025, # ZDD nodes = 37, # elems = 2
Step 382 time = 0.000027, # ZDD nodes = 42, # elems = 2
Step 383 time = 0.000028, # ZDD nodes = 45, # elems = 4
Step 384 time = 0.000032, # ZDD nodes = 63, # elems = 8
Step 385 time = 0.000036, # ZDD nodes = 84, # elems = 13
Step 386 time = 0.000042, # ZDD nodes = 113, # elems = 23
Step 387 time = 0.000056, # ZDD nodes = 140, # elems = 40
Step 388 time = 0.000070, # ZDD nodes = 169, # elems = 66
Step 389 time = 0.000101, # ZDD nodes = 197, # elems = 111
Step 390 time = 0.000140, # ZDD nodes = 237, # elems = 183
Step 391 time = 0.000343, # ZDD nodes = 279, # elems = 282
Step 392 time = 0.000218, # ZDD nodes = 325, # elems = 407
Step 393 time = 0.000254, # ZDD nodes = 364, # elems = 549
Step 394 time = 0.000275, # ZDD nodes = 395, # elems = 679
Step 395 time = 0.000290, # ZDD nodes = 419, # elems = 756
Step 396 time = 0.000498, # ZDD nodes = 440, # elems = 748
Step 397 time = 0.000425, # ZDD nodes = 453, # elems = 651
Step 398 time = 0.000304, # ZDD nodes = 461, # elems = 503
Step 399 time = 0.000304, # ZDD nodes = 459, # elems = 361
Step 400 time = 0.000304, # ZDD nodes = 451, # elems = 267
Step 401 time = 0.000299, # ZDD nodes = 435, # elems = 233
Step 402 time = 0.000291, # ZDD nodes = 417, # elems = 245
Step 403 time = 0.000348, # ZDD nodes = 398, # elems = 280
Step 404 time = 0.000286, # ZDD nodes = 382, # elems = 323
Step 405 time = 0.000280, # ZDD nodes = 370, # elems = 362
Step 406 time = 0.000269, # ZDD nodes = 362, # elems = 382
Step 407 time = 0.000268, # ZDD nodes = 358, # elems = 375
Step 408 time = 0.000422, # ZDD nodes = 353, # elems = 340
Step 409 time = 0.000280, # ZDD nodes = 348, # elems = 281
Step 410 time = 0.000640, # ZDD nodes = 346, # elems = 211
Step 411 time = 0.000568, # ZDD nodes = 341, # elems = 145
Step 412 time = 0.000265, # ZDD nodes = 332, # elems = 93
Step 413 time = 0.000254, # ZDD nodes = 316, # elems = 59
Step 414 time = 0.000253, # ZDD nodes = 295, # elems = 42
Step 415 time = 0.000253, # ZDD nodes = 285, # elems = 38
Step 416 time = 0.000259, # ZDD nodes = 284, # elems = 47
Step 417 time = 0.000248, # ZDD nodes = 293, # elems = 68
Step 418 time = 0.000293, # ZDD nodes = 310, # elems = 100
Step 419 time = 0.000417, # ZDD nodes = 325, # elems = 148
Step 420 time = 0.000261, # ZDD nodes = 334, # elems = 207
Step 421 time = 0.000264, # ZDD nodes = 341, # elems = 268
Step 422 time = 0.000271, # ZDD nodes = 345, # elems = 328
Step 423 time = 0.000582, # ZDD nodes = 352, # elems = 379
Step 424 time = 0.000266, # ZDD nodes = 366, # elems = 406
Step 425 time = 0.000308, # ZDD nodes = 382, # elems = 402
